Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths,Island_encoded,Cluster
7/20/2020,ID-PB,Papua Barat,27,0,3,24,368,5,213,150,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,23.67,322.61,0.0,4.38,0.44,1.36%,57.88%,13.5,1.0,1,1
7/21/2020,ID-YO,Daerah Istimewa Yogyakarta,28,1,3,24,464,14,331,119,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,7.71,127.79,0.28,3.86,0.39,3.02%,71.34%,4.67,1.0,0,1
7/21/2020,ID-PB,Papua Barat,3,0,1,2,371,5,214,152,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,2.63,325.24,0.0,4.38,0.44,1.35%,57.68%,0.11,1.0,1,1
7/22/2020,ID-YO,Daerah Istimewa Yogyakarta,21,2,1,18,485,16,332,137,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,5.78,133.57,0.55,4.41,0.44,3.30%,68.45%,0.75,2.0,0,1
7/22/2020,ID-PA,Papua,32,0,13,19,2673,31,1258,1384,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,7.37,615.85,0.0,7.14,0.71,1.16%,47.06%,3.56,0.0,1,1
7/22/2020,ID-PB,Papua Barat,5,0,3,2,376,5,217,154,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,4.38,329.62,0.0,4.38,0.44,1.33%,57.71%,1.67,1.0,1,1
7/23/2020,ID-YO,Daerah Istimewa Yogyakarta,10,0,4,6,495,16,336,143,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,2.75,136.33,0.0,4.41,0.44,3.23%,67.88%,0.48,0.0,0,1
7/23/2020,ID-PA,Papua,46,0,4,42,2719,31,1262,1426,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,10.6,626.45,0.0,7.14,0.71,1.14%,46.41%,1.44,1.0,1,1
7/23/2020,ID-PB,Papua Barat,10,0,14,-4,386,5,231,150,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,8.77,338.39,0.0,4.38,0.44,1.30%,59.84%,2.0,1.0,1,1
7/24/2020,ID-PA,Papua,68,0,2,66,2787,31,1264,1492,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,15.67,642.11,0.0,7.14,0.71,1.11%,45.35%,1.48,1.0,1,1
7/24/2020,ID-PB,Papua Barat,1,0,2,-1,387,5,233,149,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,0.88,339.27,0.0,4.38,0.44,1.29%,60.21%,0.1,1.0,1,1
7/25/2020,ID-YO,Daerah Istimewa Yogyakarta,17,1,6,10,535,18,348,169,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,4.68,147.34,0.28,4.96,0.5,3.36%,65.05%,0.74,1.0,0,1
7/25/2020,ID-PB,Papua Barat,1,0,0,1,388,5,233,150,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,0.88,340.14,0.0,4.38,0.44,1.29%,60.05%,1.0,1.0,1,1
7/26/2020,ID-YO,Daerah Istimewa Yogyakarta,7,1,0,6,542,19,348,175,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,1.93,149.27,0.28,5.23,0.52,3.51%,64.21%,0.41,1.0,0,1
7/26/2020,ID-PA,Papua,57,0,8,49,2886,33,1324,1529,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,13.13,664.92,0.0,7.6,0.76,1.14%,45.88%,1.36,0.0,1,1
7/26/2020,ID-PB,Papua Barat,4,0,0,4,392,5,233,154,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,3.51,343.65,0.0,4.38,0.44,1.28%,59.44%,4.0,1.0,1,1
7/27/2020,ID-YO,Daerah Istimewa Yogyakarta,15,0,4,11,557,19,352,186,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,4.13,153.4,0.0,5.23,0.52,3.41%,63.20%,2.14,0.0,0,1
7/27/2020,ID-PA,Papua,56,0,16,40,2942,33,1340,1569,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,12.9,677.83,0.0,7.6,0.76,1.12%,45.55%,0.98,1.0,1,1
7/27/2020,ID-PB,Papua Barat,4,0,2,2,396,5,235,156,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,3.51,347.15,0.0,4.38,0.44,1.26%,59.34%,1.0,1.0,1,1
7/28/2020,ID-PA,Papua,19,0,9,10,2961,33,1349,1579,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,4.38,682.2,0.0,7.6,0.76,1.11%,45.56%,0.34,1.0,1,1
7/28/2020,ID-PB,Papua Barat,1,0,29,-28,397,5,264,128,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,0.88,348.03,0.0,4.38,0.44,1.26%,66.50%,0.25,1.0,1,1
7/29/2020,ID-YO,Daerah Istimewa Yogyakarta,15,0,12,3,586,20,369,197,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,4.13,161.39,0.0,5.51,0.55,3.41%,62.97%,1.07,0.0,0,1
7/29/2020,ID-PA,Papua,27,0,17,10,2988,33,1366,1589,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,6.22,688.42,0.0,7.6,0.76,1.10%,45.72%,1.42,1.0,1,1
7/29/2020,ID-PB,Papua Barat,16,0,2,14,413,5,266,142,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,14.03,362.06,0.0,4.38,0.44,1.21%,64.41%,16.0,1.0,1,1
7/30/2020,ID-YO,Daerah Istimewa Yogyakarta,23,0,14,9,609,20,383,206,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,6.33,167.72,0.0,5.51,0.55,3.28%,62.89%,1.53,1.0,0,1
7/30/2020,ID-PA,Papua,33,0,14,19,3021,33,1380,1608,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,7.6,696.03,0.0,7.6,0.76,1.09%,45.68%,1.22,1.0,1,1
7/31/2020,ID-YO,Daerah Istimewa Yogyakarta,64,0,17,47,673,20,400,253,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,17.63,185.35,0.0,5.51,0.55,2.97%,59.44%,2.78,1.0,0,1
7/31/2020,ID-PA,Papua,38,0,0,38,3059,33,1380,1646,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,8.76,704.78,0.0,7.6,0.76,1.08%,45.11%,1.15,1.0,1,1
7/31/2020,ID-PB,Papua Barat,3,0,0,3,433,6,293,134,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,2.63,379.59,0.0,5.26,0.53,1.39%,67.67%,0.18,0.0,1,1
8/1/2020,ID-PA,Papua,28,0,0,28,3087,33,1380,1674,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,6.45,711.23,0.0,7.6,0.76,1.07%,44.70%,0.74,1.0,1,1
8/1/2020,ID-PB,Papua Barat,18,0,0,18,451,6,293,152,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,15.78,395.37,0.0,5.26,0.53,1.33%,64.97%,6.0,1.0,1,1
8/2/2020,ID-YO,Daerah Istimewa Yogyakarta,19,0,10,9,759,21,421,317,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,5.23,209.03,0.0,5.78,0.58,2.77%,55.47%,0.28,0.0,0,1
8/2/2020,ID-PB,Papua Barat,9,0,3,6,460,6,296,158,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,7.89,403.26,0.0,5.26,0.53,1.30%,64.35%,0.5,1.0,1,1
8/3/2020,ID-YO,Daerah Istimewa Yogyakarta,12,0,13,-1,771,21,434,316,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,3.3,212.34,0.0,5.78,0.58,2.72%,56.29%,0.63,1.0,0,1
8/3/2020,ID-PA,Papua,0,0,0,0,3114,34,1402,1678,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,0.0,717.45,0.0,7.83,0.78,1.09%,45.02%,0.0,0.0,1,1
8/3/2020,ID-PB,Papua Barat,0,0,0,0,460,6,296,158,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,0.0,403.26,0.0,5.26,0.53,1.30%,64.35%,0.0,1.0,1,1
8/4/2020,ID-YO,Daerah Istimewa Yogyakarta,12,0,14,-2,783,21,448,314,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,3.3,215.64,0.0,5.78,0.58,2.68%,57.22%,1.0,1.0,0,1
8/5/2020,ID-YO,Daerah Istimewa Yogyakarta,17,0,29,-12,800,21,477,302,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,4.68,220.32,0.0,5.78,0.58,2.63%,59.63%,1.42,1.0,0,1
8/5/2020,ID-PA,Papua,11,0,27,-16,3175,34,1476,1665,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,2.53,731.51,0.0,7.83,0.78,1.07%,46.49%,0.22,1.0,1,1
8/5/2020,ID-PB,Papua Barat,10,0,2,8,481,6,307,168,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,8.77,421.67,0.0,5.26,0.53,1.25%,63.83%,0.91,1.0,1,1
8/6/2020,ID-YO,Daerah Istimewa Yogyakarta,18,0,20,-2,818,21,497,300,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,4.96,225.28,0.0,5.78,0.58,2.57%,60.76%,1.06,1.0,0,1
8/6/2020,ID-PB,Papua Barat,11,0,39,-28,492,6,346,140,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,9.64,431.31,0.0,5.26,0.53,1.22%,70.33%,1.1,1.0,1,1
8/7/2020,ID-YO,Daerah Istimewa Yogyakarta,19,0,29,-10,837,21,526,290,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,5.23,230.51,0.0,5.78,0.58,2.51%,62.84%,1.06,1.0,0,1
8/7/2020,ID-PA,Papua,22,0,223,-201,3214,35,1748,1431,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,5.07,740.49,0.0,8.06,0.81,1.09%,54.39%,1.29,0.0,1,1
8/7/2020,ID-PB,Papua Barat,44,0,5,39,536,6,351,179,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,38.57,469.89,0.0,5.26,0.53,1.12%,65.49%,4.0,1.0,1,1
8/8/2020,ID-PB,Papua Barat,15,0,12,3,551,6,363,182,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,13.15,483.04,0.0,5.26,0.53,1.09%,65.88%,0.34,1.0,1,1
8/9/2020,ID-YO,Daerah Istimewa Yogyakarta,8,1,18,-11,861,24,571,266,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,2.2,237.12,0.28,6.61,0.66,2.79%,66.32%,0.5,0.5,0,1
8/9/2020,ID-PB,Papua Barat,1,0,0,1,552,6,363,183,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,0.88,483.91,0.0,5.26,0.53,1.09%,65.76%,0.07,1.0,1,1
8/10/2020,ID-YO,Daerah Istimewa Yogyakarta,14,1,23,-10,875,25,594,256,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,3.86,240.98,0.28,6.89,0.69,2.86%,67.89%,1.75,1.0,0,1
8/10/2020,ID-PA,Papua,21,0,30,-9,3278,36,1884,1358,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,4.84,755.24,0.0,8.29,0.83,1.10%,57.47%,0.49,1.0,1,1
8/10/2020,ID-PB,Papua Barat,5,0,23,-18,557,6,386,165,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,4.38,488.3,0.0,5.26,0.53,1.08%,69.30%,5.0,1.0,1,1
8/11/2020,ID-YO,Daerah Istimewa Yogyakarta,4,0,16,-12,879,25,610,244,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,1.1,242.08,0.0,6.89,0.69,2.84%,69.40%,0.29,0.0,0,1
8/11/2020,ID-PA,Papua,1,0,56,-55,3279,36,1940,1303,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,0.23,755.47,0.0,8.29,0.83,1.10%,59.16%,0.05,1.0,1,1
8/11/2020,ID-PB,Papua Barat,1,0,6,-5,558,6,392,160,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,0.88,489.17,0.0,5.26,0.53,1.08%,70.25%,0.2,1.0,1,1
8/12/2020,ID-PA,Papua,26,0,15,11,3305,36,1955,1314,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,5.99,761.46,0.0,8.29,0.83,1.09%,59.15%,26.0,1.0,1,1
8/13/2020,ID-YO,Daerah Istimewa Yogyakarta,11,0,13,-2,910,26,648,236,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,3.03,250.62,0.0,7.16,0.72,2.86%,71.21%,0.55,0.0,0,1
8/13/2020,ID-PA,Papua,31,0,9,22,3336,36,1964,1336,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,7.14,768.6,0.0,8.29,0.83,1.08%,58.87%,1.19,1.0,1,1
8/13/2020,ID-PB,Papua Barat,24,0,19,5,595,7,419,169,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,21.04,521.61,0.0,6.14,0.61,1.18%,70.42%,1.85,0.0,1,1
8/14/2020,ID-PA,Papua,9,0,3,6,3345,36,1967,1342,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,2.07,770.68,0.0,8.29,0.83,1.08%,58.80%,0.29,1.0,1,1
8/14/2020,ID-PB,Papua Barat,0,0,19,-19,595,7,438,150,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,0.0,521.61,0.0,6.14,0.61,1.18%,73.61%,0.0,1.0,1,1
8/15/2020,ID-YO,Daerah Istimewa Yogyakarta,46,0,4,42,991,28,664,299,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,12.67,272.93,0.0,7.71,0.77,2.83%,67.00%,1.31,0.0,0,1
8/15/2020,ID-PA,Papua,0,0,36,-36,3345,36,2003,1306,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,0.0,770.68,0.0,8.29,0.83,1.08%,59.88%,0.0,1.0,1,1
8/16/2020,ID-YO,Daerah Istimewa Yogyakarta,33,0,13,20,1024,28,677,319,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,9.09,282.01,0.0,7.71,0.77,2.73%,66.11%,0.72,1.0,0,1
8/16/2020,ID-PB,Papua Barat,4,0,11,-7,605,7,451,147,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,3.51,530.38,0.0,6.14,0.61,1.16%,74.55%,0.67,1.0,1,1
8/17/2020,ID-YO,Daerah Istimewa Yogyakarta,16,0,7,9,1040,28,684,328,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,4.41,286.42,0.0,7.71,0.77,2.69%,65.77%,0.48,1.0,0,1
8/17/2020,ID-PA,Papua,10,0,4,6,3432,37,2027,1368,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,2.3,790.72,0.0,8.52,0.85,1.08%,59.06%,0.13,0.0,1,1
8/17/2020,ID-PB,Papua Barat,2,0,1,1,607,7,452,148,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,1.75,532.13,0.0,6.14,0.61,1.15%,74.46%,0.5,1.0,1,1
8/18/2020,ID-PA,Papua,0,0,0,0,3432,37,2027,1368,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,0.0,790.72,0.0,8.52,0.85,1.08%,59.06%,0.0,1.0,1,1
8/18/2020,ID-PB,Papua Barat,13,0,34,-21,620,7,486,127,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,11.4,543.53,0.0,6.14,0.61,1.13%,78.39%,6.5,1.0,1,1
8/19/2020,ID-YO,Daerah Istimewa Yogyakarta,31,0,18,13,1089,29,715,345,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,8.54,299.92,0.0,7.99,0.8,2.66%,65.66%,1.72,0.0,0,1
8/19/2020,ID-PB,Papua Barat,14,0,25,-11,634,7,511,116,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,12.27,555.8,0.0,6.14,0.61,1.10%,80.60%,1.08,1.0,1,1
8/20/2020,ID-PA,Papua,67,4,65,-2,3520,43,2098,1379,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,15.44,810.99,0.92,9.91,0.99,1.22%,59.60%,3.19,2.0,1,1
8/20/2020,ID-PB,Papua Barat,6,0,1,5,640,7,512,121,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,5.26,561.06,0.0,6.14,0.61,1.09%,80.00%,0.43,1.0,1,1
8/21/2020,ID-YO,Daerah Istimewa Yogyakarta,25,1,28,-4,1162,32,795,335,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,6.89,320.02,0.28,8.81,0.88,2.75%,68.42%,0.52,0.5,0,1
8/21/2020,ID-PA,Papua,14,0,150,-136,3534,43,2248,1243,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,3.23,814.22,0.0,9.91,0.99,1.22%,63.61%,0.21,0.0,1,1
8/21/2020,ID-PB,Papua Barat,3,0,1,2,643,7,513,123,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,2.63,563.69,0.0,6.14,0.61,1.09%,79.78%,0.5,1.0,1,1
8/22/2020,ID-YO,Daerah Istimewa Yogyakarta,15,1,15,-1,1177,33,810,334,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,4.13,324.15,0.28,9.09,0.91,2.80%,68.82%,0.6,1.0,0,1
8/22/2020,ID-PA,Papua,33,0,36,-3,3567,43,2284,1240,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,7.6,821.82,0.0,9.91,0.99,1.21%,64.03%,2.36,1.0,1,1
8/22/2020,ID-PB,Papua Barat,4,0,6,-2,647,7,519,121,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,3.51,567.2,0.0,6.14,0.61,1.08%,80.22%,1.33,1.0,1,1
8/23/2020,ID-YO,Daerah Istimewa Yogyakarta,15,0,18,-3,1192,33,828,331,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,4.13,328.28,0.0,9.09,0.91,2.77%,69.46%,1.0,0.0,0,1
8/23/2020,ID-PA,Papua,0,0,0,0,3567,43,2284,1240,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,0.0,821.82,0.0,9.91,0.99,1.21%,64.03%,0.0,1.0,1,1
8/24/2020,ID-PB,Papua Barat,10,1,6,3,659,9,525,125,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,8.77,577.71,0.88,7.89,0.79,1.37%,79.67%,5.0,1.0,1,1
