Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths,Island_encoded,Cluster
8/29/2021,ID-PB,Papua Barat,14,1,50,-37,22155,343,21561,251,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,12.27,19422.27,0.88,300.69,30.07,1.55%,97.32%,1.75,1.0,1,1
8/30/2021,ID-YO,Daerah Istimewa Yogyakarta,237,35,970,-768,149379,4817,131638,12924,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,65.27,41139.74,9.64,1326.63,132.66,3.22%,88.12%,0.6,1.59,0,3
8/30/2021,ID-PB,Papua Barat,22,2,33,-13,22177,345,21594,238,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,19.29,19441.55,1.75,302.45,30.24,1.56%,97.37%,1.57,2.0,1,1
8/31/2021,ID-YO,Daerah Istimewa Yogyakarta,539,33,1127,-621,149918,4850,132765,12303,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,148.44,41288.18,9.09,1335.71,133.57,3.24%,88.56%,2.27,0.94,0,3
8/31/2021,ID-PA,Papua,104,2,27,75,32276,512,19648,12116,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,23.96,7436.27,0.46,117.96,11.8,1.59%,60.87%,1.49,2.0,1,3
8/31/2021,ID-PB,Papua Barat,38,0,44,-6,22215,345,21638,232,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,33.31,19474.87,0.0,302.45,30.24,1.55%,97.40%,1.73,0.0,1,1
9/1/2021,ID-YO,Daerah Istimewa Yogyakarta,470,26,1030,-586,150388,4876,133795,11717,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,129.44,41417.62,7.16,1342.88,134.29,3.24%,88.97%,0.87,0.79,0,3
9/1/2021,ID-PA,Papua,139,1,60,78,32415,513,19708,12194,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,32.03,7468.3,0.23,118.19,11.82,1.58%,60.80%,1.34,0.5,1,3
9/2/2021,ID-YO,Daerah Istimewa Yogyakarta,384,30,1045,-691,150772,4906,134840,11026,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,105.76,41523.38,8.26,1351.14,135.11,3.25%,89.43%,0.82,1.15,0,3
9/2/2021,ID-PA,Papua,94,1,21,72,32509,514,19729,12266,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,21.66,7489.95,0.23,118.42,11.84,1.58%,60.69%,0.68,1.0,1,3
9/2/2021,ID-PB,Papua Barat,50,0,131,-81,22441,346,21839,256,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,43.83,19672.99,0.0,303.32,30.33,1.54%,97.32%,0.28,0.0,1,1
9/3/2021,ID-YO,Daerah Istimewa Yogyakarta,353,18,1079,-744,151125,4924,135919,10282,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,97.22,41620.59,4.96,1356.09,135.61,3.26%,89.94%,0.92,0.6,0,3
9/3/2021,ID-PA,Papua,56,2,9,45,32565,516,19738,12311,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,12.9,7502.85,0.46,118.88,11.89,1.58%,60.61%,0.6,2.0,1,3
9/3/2021,ID-PB,Papua Barat,29,0,84,-55,22470,346,21923,201,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,25.42,19698.41,0.0,303.32,30.33,1.54%,97.57%,0.58,1.0,1,1
9/4/2021,ID-YO,Daerah Istimewa Yogyakarta,279,25,1195,-941,151404,4949,137114,9341,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,76.84,41697.43,6.89,1362.98,136.3,3.27%,90.56%,0.79,1.39,0,0
9/4/2021,ID-PA,Papua,77,5,20,52,32642,521,19758,12363,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,17.74,7520.6,1.15,120.04,12.0,1.60%,60.53%,1.38,2.5,1,3
9/4/2021,ID-PB,Papua Barat,24,0,58,-34,22494,346,21981,167,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,21.04,19719.45,0.0,303.32,30.33,1.54%,97.72%,0.83,1.0,1,1
9/5/2021,ID-YO,Daerah Istimewa Yogyakarta,260,21,983,-744,151664,4970,138097,8597,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,71.61,41769.04,5.78,1368.76,136.88,3.28%,91.05%,0.93,0.84,0,0
9/5/2021,ID-PA,Papua,61,1,3,57,32703,522,19761,12420,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,14.05,7534.65,0.23,120.27,12.03,1.60%,60.43%,0.79,0.2,1,3
9/5/2021,ID-PB,Papua Barat,59,0,19,40,22553,346,22000,207,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,51.72,19771.18,0.0,303.32,30.33,1.53%,97.55%,2.46,1.0,1,1
9/6/2021,ID-YO,Daerah Istimewa Yogyakarta,198,15,648,-465,151862,4985,138745,8132,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,54.53,41823.57,4.13,1372.89,137.29,3.28%,91.36%,0.76,0.71,0,0
9/6/2021,ID-PA,Papua,38,0,15,23,32741,522,19776,12443,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,8.76,7543.4,0.0,120.27,12.03,1.59%,60.40%,0.62,0.0,1,3
9/6/2021,ID-PB,Papua Barat,21,0,36,-15,22574,346,22036,192,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,18.41,19789.59,0.0,303.32,30.33,1.53%,97.62%,0.36,1.0,1,1
9/7/2021,ID-YO,Daerah Istimewa Yogyakarta,252,12,788,-548,152114,4997,139533,7584,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,69.4,41892.97,3.3,1376.2,137.62,3.29%,91.73%,1.27,0.8,0,0
9/7/2021,ID-PA,Papua,99,0,203,-104,32840,522,19979,12339,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,22.81,7566.21,0.0,120.27,12.03,1.59%,60.84%,2.61,1.0,1,3
9/7/2021,ID-PB,Papua Barat,44,0,37,7,22618,346,22073,199,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,38.57,19828.16,0.0,303.32,30.33,1.53%,97.59%,2.1,1.0,1,1
9/8/2021,ID-YO,Daerah Istimewa Yogyakarta,213,9,656,-452,152327,5006,140189,7132,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,58.66,41951.63,2.48,1378.68,137.87,3.29%,92.03%,0.85,0.75,0,0
9/8/2021,ID-PB,Papua Barat,41,0,36,5,22659,346,22109,204,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,35.94,19864.1,0.0,303.32,30.33,1.53%,97.57%,0.93,1.0,1,1
9/9/2021,ID-YO,Daerah Istimewa Yogyakarta,183,18,658,-493,152510,5024,140847,6639,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,50.4,42002.03,4.96,1383.64,138.36,3.29%,92.35%,0.86,2.0,0,0
9/9/2021,ID-PA,Papua,48,1,451,-404,32994,525,21211,11258,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,11.06,7601.69,0.23,120.96,12.1,1.59%,64.29%,0.45,0.5,1,3
9/9/2021,ID-PB,Papua Barat,25,0,12,13,22684,346,22121,217,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,21.92,19886.02,0.0,303.32,30.33,1.53%,97.52%,0.61,1.0,1,1
9/10/2021,ID-YO,Daerah Istimewa Yogyakarta,212,13,662,-463,152722,5037,141509,6176,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,58.39,42060.42,3.58,1387.22,138.72,3.30%,92.66%,1.16,0.72,0,0
9/10/2021,ID-PA,Papua,43,3,424,-384,33037,528,21635,10874,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,9.91,7611.6,0.69,121.65,12.16,1.60%,65.49%,0.9,3.0,1,3
9/10/2021,ID-PB,Papua Barat,8,0,24,-16,22692,346,22145,201,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,7.01,19893.03,0.0,303.32,30.33,1.52%,97.59%,0.32,1.0,1,1
9/11/2021,ID-YO,Daerah Istimewa Yogyakarta,180,13,561,-394,152902,5050,142070,5782,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,49.57,42109.99,3.58,1390.8,139.08,3.30%,92.92%,0.85,1.0,0,0
9/11/2021,ID-PA,Papua,63,2,7,54,33100,530,21642,10928,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,14.51,7626.12,0.46,122.11,12.21,1.60%,65.38%,1.47,0.67,1,3
9/12/2021,ID-YO,Daerah Istimewa Yogyakarta,146,11,446,-311,153048,5061,142516,5471,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,40.21,42150.2,3.03,1393.83,139.38,3.31%,93.12%,0.81,0.85,0,0
9/12/2021,ID-PA,Papua,31,17,720,-706,33131,547,22362,10222,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,7.14,7633.26,3.92,126.03,12.6,1.65%,67.50%,0.49,8.5,1,3
9/12/2021,ID-PB,Papua Barat,9,0,18,-9,22712,347,22180,185,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,7.89,19910.56,0.0,304.2,30.42,1.53%,97.66%,0.82,0.0,1,1
9/13/2021,ID-YO,Daerah Istimewa Yogyakarta,83,13,325,-255,153131,5074,142841,5216,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,22.86,42173.06,3.58,1397.41,139.74,3.31%,93.28%,0.57,1.18,0,0
9/13/2021,ID-PA,Papua,28,2,2305,-2279,33159,549,24667,7943,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,6.45,7639.71,0.46,126.49,12.65,1.66%,74.39%,0.9,0.12,1,0
9/13/2021,ID-PB,Papua Barat,7,0,13,-6,22719,347,22193,179,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,6.14,19916.7,0.0,304.2,30.42,1.53%,97.68%,0.78,1.0,1,1
9/14/2021,ID-YO,Daerah Istimewa Yogyakarta,144,11,441,-308,153275,5085,143282,4908,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,39.66,42212.71,3.03,1400.43,140.04,3.32%,93.48%,1.73,0.85,0,0
9/14/2021,ID-PA,Papua,42,2,181,-141,33201,551,24848,7802,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,9.68,7649.39,0.46,126.95,12.69,1.66%,74.84%,1.5,1.0,1,0
9/14/2021,ID-PB,Papua Barat,7,0,14,-7,22726,347,22207,172,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,6.14,19922.84,0.0,304.2,30.42,1.53%,97.72%,1.0,1.0,1,1
9/15/2021,ID-YO,Daerah Istimewa Yogyakarta,174,15,485,-326,153449,5100,143767,4582,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,47.92,42260.64,4.13,1404.57,140.46,3.32%,93.69%,1.21,1.36,0,0
9/15/2021,ID-PA,Papua,35,0,117,-82,33236,551,24965,7720,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,8.06,7657.45,0.0,126.95,12.69,1.66%,75.11%,0.83,0.0,1,0
9/16/2021,ID-YO,Daerah Istimewa Yogyakarta,111,9,611,-509,153560,5109,144378,4073,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,30.57,42291.21,2.48,1407.04,140.7,3.33%,94.02%,0.64,0.6,0,0
9/16/2021,ID-PB,Papua Barat,21,0,21,0,22754,348,22239,167,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,18.41,19947.38,0.0,305.08,30.51,1.53%,97.74%,3.0,0.0,1,1
9/17/2021,ID-YO,Daerah Istimewa Yogyakarta,131,6,444,-319,153691,5115,144822,3754,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,36.08,42327.28,1.65,1408.7,140.87,3.33%,94.23%,1.18,0.67,0,0
9/17/2021,ID-PA,Papua,38,0,1,37,33302,552,30558,2192,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,8.76,7672.66,0.0,127.18,12.72,1.66%,91.76%,1.36,0.0,1,1
9/18/2021,ID-YO,Daerah Istimewa Yogyakarta,134,7,410,-283,153825,5122,145232,3471,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,36.9,42364.19,1.93,1410.62,141.06,3.33%,94.41%,1.02,1.17,0,0
9/18/2021,ID-PA,Papua,67,0,580,-513,33369,552,31138,1679,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,15.44,7688.09,0.0,127.18,12.72,1.65%,93.31%,1.76,1.0,1,1
9/18/2021,ID-PB,Papua Barat,11,0,10,1,22769,350,22302,117,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,9.64,19960.53,0.0,306.83,30.68,1.54%,97.95%,2.75,0.0,1,1
9/19/2021,ID-YO,Daerah Istimewa Yogyakarta,106,9,330,-233,153931,5131,145562,3238,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,29.19,42393.38,2.48,1413.1,141.31,3.33%,94.56%,0.79,1.29,0,1
9/19/2021,ID-PA,Papua,34,0,0,34,33403,552,31138,1713,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,7.83,7695.93,0.0,127.18,12.72,1.65%,93.22%,0.51,1.0,1,1
9/19/2021,ID-PB,Papua Barat,3,0,8,-5,22772,350,22310,112,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,2.63,19963.16,0.0,306.83,30.68,1.54%,97.97%,0.27,1.0,1,1
9/20/2021,ID-YO,Daerah Istimewa Yogyakarta,83,9,360,-286,154014,5140,145922,2952,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,22.86,42416.24,2.48,1415.58,141.56,3.34%,94.75%,0.78,1.0,0,1
9/20/2021,ID-PA,Papua,20,0,47,-27,33423,552,31185,1686,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,4.61,7700.53,0.0,127.18,12.72,1.65%,93.30%,0.59,1.0,1,1
9/20/2021,ID-PB,Papua Barat,3,0,13,-10,22775,350,22323,102,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,2.63,19965.79,0.0,306.83,30.68,1.54%,98.02%,1.0,1.0,1,1
9/21/2021,ID-YO,Daerah Istimewa Yogyakarta,95,7,305,-217,154109,5147,146227,2735,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,26.16,42442.4,1.93,1417.51,141.75,3.34%,94.89%,1.14,0.78,0,1
9/21/2021,ID-PB,Papua Barat,36,0,5,31,22811,350,22328,133,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,31.56,19997.35,0.0,306.83,30.68,1.53%,97.88%,12.0,1.0,1,1
9/22/2021,ID-YO,Daerah Istimewa Yogyakarta,105,5,264,-164,154214,5152,146491,2571,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,28.92,42471.32,1.38,1418.89,141.89,3.34%,94.99%,1.11,0.71,0,1
9/22/2021,ID-PA,Papua,32,0,38,-6,33493,553,31275,1665,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,7.37,7716.66,0.0,127.41,12.74,1.65%,93.38%,0.84,0.0,1,1
9/22/2021,ID-PB,Papua Barat,13,0,41,-28,22824,350,22369,105,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,11.4,20008.75,0.0,306.83,30.68,1.53%,98.01%,0.36,1.0,1,1
9/23/2021,ID-YO,Daerah Istimewa Yogyakarta,100,7,416,-323,154314,5159,146907,2248,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,27.54,42498.86,1.93,1420.81,142.08,3.34%,95.20%,0.95,1.4,0,1
9/23/2021,ID-PA,Papua,44,0,5,39,33537,553,31280,1704,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,10.14,7726.8,0.0,127.41,12.74,1.65%,93.27%,1.38,1.0,1,1
9/23/2021,ID-PB,Papua Barat,33,0,12,21,22857,350,22381,126,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,28.93,20037.68,0.0,306.83,30.68,1.53%,97.92%,2.54,1.0,1,1
9/24/2021,ID-YO,Daerah Istimewa Yogyakarta,85,5,251,-171,154399,5164,147158,2077,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,23.41,42522.27,1.38,1422.19,142.22,3.34%,95.31%,0.85,0.71,0,1
9/24/2021,ID-PA,Papua,39,0,13,26,33576,553,31293,1730,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,8.99,7735.79,0.0,127.41,12.74,1.65%,93.20%,0.89,1.0,1,1
9/25/2021,ID-YO,Daerah Istimewa Yogyakarta,96,5,249,-158,154495,5169,147407,1919,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,26.44,42548.71,1.38,1423.57,142.36,3.35%,95.41%,1.13,1.0,0,1
9/25/2021,ID-PA,Papua,44,0,17,27,33620,553,31310,1757,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,10.14,7745.92,0.0,127.41,12.74,1.64%,93.13%,1.13,1.0,1,1
9/25/2021,ID-PB,Papua Barat,8,0,9,-1,22877,351,22419,107,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,7.01,20055.21,0.0,307.71,30.77,1.53%,98.00%,0.67,0.0,1,1
9/26/2021,ID-YO,Daerah Istimewa Yogyakarta,61,3,115,-57,154556,5172,147522,1862,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,16.8,42565.51,0.83,1424.4,142.44,3.35%,95.45%,0.64,0.6,0,1
9/26/2021,ID-PA,Papua,23,0,0,23,33643,553,31310,1780,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,5.3,7751.22,0.0,127.41,12.74,1.64%,93.07%,0.52,1.0,1,1
9/27/2021,ID-YO,Daerah Istimewa Yogyakarta,60,6,156,-102,154616,5178,147678,1760,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,16.52,42582.03,1.65,1426.05,142.6,3.35%,95.51%,0.98,2.0,0,1
9/27/2021,ID-PA,Papua,21,0,7,14,33664,553,31317,1794,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,4.84,7756.06,0.0,127.41,12.74,1.64%,93.03%,0.91,1.0,1,1
9/27/2021,ID-PB,Papua Barat,6,0,17,-11,22884,352,22445,87,Province,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,5.26,20061.35,0.0,308.58,30.86,1.54%,98.08%,6.0,0.0,1,1
9/28/2021,ID-YO,Daerah Istimewa Yogyakarta,71,3,132,-64,154687,5181,147810,1696,Province,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,19.55,42601.59,0.83,1426.87,142.69,3.35%,95.55%,1.18,0.5,0,1
9/28/2021,ID-PA,Papua,41,0,9,32,33705,553,31326,1826,Province,Papua,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,28,1.0,560,110.0,5411.0,319036,4340348,13.6,138.69603,-4.66620953,9.45,7765.51,0.0,127.41,12.74,1.64%,92.94%,1.95,1.0,1,1
